"Project ID","Title Project","Short Descr Project","Project Starts","Project Ends","Level of Impact","ISO CODE","Loc of Impact","Loc Info","% Aim 1: Right to Sustainable Livelihoods","% Aim 2: Right to Essential services","% Aim 3: Right to Life and Security","% Aim 4: Right to be heard","% Aim 5: Right to Equity"," Expenditure prior to 2010/11","Expenditure in 2010/11"," Revised Budget  in current and future years (£) ","Total Value all years (£)"
"SAFA64","SAF Humanitarian Preparedness and Capacity Building","This project is designed to ensure that the Southern Africa region meets the Humanitarian 2010 Vision i.e. that by December 2010 countries and regions will be responsible for resourcing all Category 3 and most Category 2 responses._x000D_
_x000D_
This will be acheived through capacity building initiatives, the establishment of a regional emergency response team (ERT), revised contingency plans, regional contingency stock and improved staff knowledge/practice in response quality areas such as HIV & gender.","1-May-08 ","31-Mar-11 ","Region",289,"Southern Africa"," South Africa, Mozambique, Malawi, Zimbabwe, Zambia, Angola ",-0,-0,100,-0,-0," 214,485 "," 116,626 ",-0," 331,112 "
"SAFA65","SAF Capacity Building for Programme Quality","The aim of the project is to develop the capacity of programme staff to implement effective quality programmes in the region.  Focus will be on improving their skill to manage monitoring and learning, improving their programme development skills, improving their understanding of the partnership principles and management implications.  All this will be within the context of the Rights Based - One Programme approach.","12-May-08 ","31-Mar-11 ","Region",289,"Southern Africa",-0,20,40,10,-0,30," 71,087 "," 27,864 ",-0," 98,951 "
"SAFA70","Southern Africa Emergency Food Security and Livelihoods","This project sets out SAF regional food security work as part of the regional rights in Crisis programme.  SAF EFSL work will focus on monitoring the humanitarian context in relation to food security and livelihoods, supporting EFSL programme development and implementation, and promoting more effective and accountable decision-making tools and bodies in relation to food crises.","1-May-08 ","30-Jun-10 ","Region",289,"Southern Africa"," Angola, Malawi, Mozambique, South Africa,  Zambia and Zimbabwe. ",40,-0,60,-0,-0," 10,148 "," 6,657 ",-0," 16,804 "
"SAFA72","Gender mainstreaming and knowledge management","The purpose of this project is to strengthen the capacity  and understanding of staff and partners  about gender equality and women's rigths, and how to challenge cultural bad attitudes, beliefs and practices that create barriers in achiving gender equality and equity, this will be done at program level and within the workplace through trainings, workshopes, campaigns and advocacy work. The project will be capturing knowledge, replicate and share it widely within Oxfam and externally. The work and campacity provided to citizens and partners will enable then to influence change at national, SADC, PAfrican, NEPAD and AU levels.","4-Jul-08 ","31-Mar-12 ","Region",289,"Southern Africa",-0,-0,20,-0,20,60," 93,927 "," 119,993 "," 92,089 "," 306,008 "
"SAFA74","HIV&AIDS Technical Assistance to Region, Countries, Stakeholders and Affiliates","The project is aimed at providing technical assistance to regions, countries, Oxfam affiliates, other stakeholders to scale up and learn from, promote substantive and innovative South-South HIV prevention, care and support response. Global Centre leadership will embed HIV through the aim framework. Tools used to achieve this include documenting and disseminating lessons learned, promoting learning and other innovative adult learning methodologies. Focus is on PLHIV marginalised groups such as women, OVC, MSM, TG people, sex workers, IDUs. Integrating HIV issues into emergency response will be given attention in light of climate change.","11-Sep-08 ","31-Mar-11 ","Region",998,"Global Impact",-0,10,20,10,20,40," 70,553 "," 15,507 ",-0," 86,061 "
"SAFA77","Agriculture Policy & Practice","The project will support growing networks of civil society across the region and create opportunities for civil society to engage in policy dialogue at national, regional and continental level.  Stronger linkages will be developed between Southern Africa and OI Pan Africa programmes and among affiliates working in the region through engagement with the OI RST Operational Plan, and with external stakeholders. Research and learning reviews will contribute to the development of a regional livelihoods planning and strategy.","20-Nov-08 ","31-Mar-12 ","Region",289,"Southern Africa",-0,60,-0,-0,40,-0," 28,321 "," 10,804 "," 110,000 "," 149,125 "
"SAFA78","Regional Climate Change Project","This project will build community, civil society and government capacity to understand and respond to climate change in Southern Africa. It will support Southern African voices to be heard in the international climate change negotiations. It will build and support regional and Pan-Africa networks. _x000D_
_x000D_
The project will also define a regional climate change strategy and programme for Oxfam in SAF, as well as building Oxfam country team capacity understand and respond to climate change.","1-May-09 ","31-Mar-12 ","Region",289,"Southern Africa"," Angola, Malawi, Mozambique, South Africa, Zambia & Zimbabwe ",40,-0,10,40,10," 41,103 "," 45,595 "," 142,996 "," 229,693 "
"SAFA82","Essential Services: Southern Africa","Oxfam in Southern Africa is engaging in a series of advocacy and campaigning activities to ensure that countries in the region move closer to achieving the MDG targets around essential services in the short term and to achieve them by 2015. _x000D_
_x000D_
Key interventions will include supporting lobbying and campaigning efforts at the SADC and African Union level, working closely with NGOs advocating to SADC, NEPAD and the AU Finance Ministers. The project will link up key issues from the countries to the regional level.","19-Jan-09 ","29-Mar-13 ","Region",289,"Southern Africa"," Include Mozambique, South Africa, Malawi, Zimbabwe, Zambia and Angola ",-0,80,-0,5,15," 262,571 "," 264,798 "," 230,171 "," 757,540 "
"SAFA85","SAF Media Capacity Building","The project aims to support our programme and campaigns work by putting key advocacy messages into the public domain via the media to target both influential leaders and ordinary citizens; facilitating the right of people to be heard by providing the opportunity to tell their own stories; and publicising the work Oxfam does in order to retain and increase our support base.  To strengthen active citizenship within the Rights Based Approach.","1-May-09 ","29-Mar-13 ","Region",289,"Southern Africa"," Zambia, Malawi, Mozambique, Angola, Zimbabwe, South Africa ",10,20,10,50,10," 13,093 "," 13,003 "," 124,000 "," 150,096 "
"SAFA88","MANAGER OF IHP+ CIVIL SOCIETY COUNTRY GRANTS","This project lays out GCOL’S framework for the management of  WHO funding to support civil society engagement   with the International Health Partnership in southern countries. The project will run from March 2010 to February 2011,with a start date of 1st March 2010.The total project value is £ 334,260.Through this project, GCOL will publicly advertise the funding available, process applications, manage and monitor disbursements and ensure punctual reporting to the World Health Organisation, WHO.","12-Feb-10 ","31-Dec-11 ","Region",998,"Global Impact",-0,-0,75,-0,20,5,989," 232,396 "," 158,140 "," 391,524 "
"SAFA89","Global Centre of Learning Staff, Training, Research and Administration","This project will incorporate activities related to the operational costs of the Global Centre of Learning (such as staff and staff related costs) and running costs in support of our activities, such as travel, training, research, etc..","1-Apr-10 ","31-Mar-11 ","Region",998,"Global Impact",-0,-0,60,10,10,20,-0," 449,454 ",-0," 449,453 "
"SAFA90","Just Energy","V2 has been created to include new funding from the Bank of America of 1 million USD over two years and underwriting of 200,000 GBP from Oxfam GB and a refund from E + Co of 25,000 GBP._x000D_
_x000D_
Just Energy is a project that supports the development of community based renewable energy enterprises. The aim of Just Energy is to help low income communities to capitalise on the renewable energy resources where they live as a source of energy and revenue to support their livelihoods. _x000D_
_x000D_
Just Energy works in partnership with a range of private sector companies, and is being established as an indpendent organisation in both South Africa and the UK.","19-May-10 ","31-Mar-13 ","Region",289,"Southern Africa",-0,80,15,-0,-0,5,-0," 422,901 "," 427,446 "," 850,347 "
"SAFA91","Addressing Punitive Laws That Hinder Access to Health and HIV Services","This project is aimed at supporting a Pan African project that aims at impacting HIV and AIDS responses in Eastern and Southern Africa.  The project seeks to look into the impact punitive laws on access to HIV and AIDS prevention, treatment and care services. The project will advocate for replacement for punitive laws by rights based legislations. This project will also endeavour to strengthen the networks of Men MSM, Transgender people and male sex workers. The proposal is for the period 1 April 2010 to 31 March 2011.","1-Apr-10 ","31-Dec-11 ","Region",998,"Global Impact"," Pan Africa with Global Implications ",-0,10,20,20,50,-0," 112,120 "," 94,479 "," 206,599 "
"SAFA92","Promoting Rights of the Most Marginalized in context of HIV Services","This project is aimed at supporting a Pan African project that aims at impacting HIV and AIDS responses in Eastern &Southern Africa.  The project looks into the impact of punitive laws on access to HIV and AIDS prevention, treatment and care services.  The project advocates for replacement for punitive laws by rights based legislations.  Project will also endeavour to strengthen the networks of MSM, Transgender people and male sex workers.  The project will support creation evidence base on needs of MSM related to HIV prevention, treatment and care interventions in select countries.  The proposal is for the period 1 June to 31 December 2010.","1-Jun-10 ","31-Dec-10 ","Region",998,"Global Impact"," Southern and Eastern Africa ",-0,30,-0,40,30,-0," 13,664 ",-0," 13,664 "
"SAFA93","EFSL in Southern Africa and Global EMMA","The primary purpose of this investment is to enhance the capabilities of the OxfamGB programme in Southern Africa to anticipate and manage appropriate and timely responses to food insecurity and increasingly vulnerable livelihoods. This investment will also support Oxfam's Emergency Market Mapping and Analysis (EMMA) capabilities globally. Complementing this purpose is the improved ability within Oxfam's Emergency Food Security and Livelihoods (EFSL) sector to inform and influence key stakeholders and their actions through evidence based advocacy as well as effective collaboration and partnerships with relevant actors","31-Oct-10 ","31-Mar-12 ","Region",998,"Global Impact"," EFSL in Southern Africa, EMMA Global ",100,-0,-0,-0,-0,-0," 30,039 "," 60,872 "," 90,911 "
"SAFA94","Strengthening Humanitarian Capabilities in Southern Africa","This investment will support the strengthening of capabilities within SAf's Aim3 Rights in Crisis work through enhancing the technical abilities of the country Humanitarian Programme Coordinators (HPCs), including urban disaster risk management (DRM) and pre-positioning strategic humanitarian partnerships.","1-Apr-10 ","31-Mar-12 ","Region",289,"Southern Africa"," Primary:  Angola, Malawi, Mozambique, South Africa, Zambia, Zimbabwe; ",30,40,30,-0,-0,-0," 17,295 "," 199,000 "," 216,295 "
"SASB79","Regional Humanitarain Team","This project aims to bring about significant improvement in the ability of Oxfam GB and its partners to respond quickly and appropriately to humanitarian emergencies in SA- delivering on the 2010 Vision. The project covers the costs of the Regional Humanitarian Advisory Team (Regional PHP Advisor, Regional PHE Advisor, Regional Logs Manager, Regional LHFS Adviosr). The teams main focus is to grow in-country humanitarian capacity and to lead innovation.","1-May-09 ","31-Oct-10 ","Region",679,"South Asia"," Afghanistan, B'desh, India, Nepal, Sri Lanka and Pakistan ",15,-0,83,-0,2," 132,575 "," 122,100 ",-0," 254,675 "
"SASB93","Economic Justice campaign in South Asia","This project aims to address Climate change, agriculture and trade in South Asia. The focus for this year is on Climate Change and Agriculture; and trade work will be reactive if it deems necessary._x000D_
Considering the importance of UNFCCC negotiations 15 in December 2009 at Copenhagen, this will focus on how South Asian voices would be represented in various negotiations, popular events, lobby and advocacy meetings. A critical momentum and force will be developed and delivered on regional level issues related to CC and agriculture. As per OI EJ framework and decision we will prepare ourselves for Agri campaign to be started from next year.","1-May-08 ","31-Mar-11 ","Region",679,"South Asia"," South Asia, Bangladesh, Pakistan, India, Afghanistan and Nepal ",85,-0,-0,-0,15," 251,443 "," 25,270 ",-0," 276,714 "
"SASB95","India Project","The purpose of this single project is to facilitate implementation of the vision and programme strategy articulated in the PIP P00552 through funding and other support to the new single partner Oxfam India in line with terms and conditions established in the bilateral agreement. Oxfam India will be responsible for implementation of all the current 32 projects through funding and non-funding support to 83 partner organisations and ensure compliances to all the back donors. This project captures details of all the projects, donor contracts, staff and other assets and budget being transferred to Oxfam India under the bilateral agreement.","1-Sep-08 ","30-Apr-11 ","Country","IN","India",-0,45,10,25,-0,20," 4,689,229 "," 1,998,457 ",-0," 6,687,685 "
"SASB97","Advocacy, media and digital communication capacity building in South Asia","The project aims to build the capacity of key staff across South Asia ito deliver long-term sustainable changes in poor's people lives through effective advocacy._x000D_
This project will support the implementation of the Oxfam's digital vision across South Asia and will deliver on regular basis quality digital products highlighting Oxfam and partners work in the region._x000D_
The need to further develop advocacy capacity at country level was identifed by Country Directors as a regional priority and is a corporate priority for Oxfam for 2010/11. The implementation at regional level of Oxfam's digital vision is also a corportate priority for 2010/11","4-Dec-08 ","31-Mar-11 ","Region",679,"South Asia"," Bangladesh, Nepal, Pakistan, Sri Lanka and Afghanistan ",25,5,25,35,10," 60,382 "," 38,793 ",-0," 99,175 "
"SASC01","We Can India - Campaign co ordination and implementation","This project continues the work initiated under SASB 82 for delivering the We Can Campaign in India.  The activities will deliver the objectives of the We Can campaign in India that aims to reduce social acceptance of violence against women in India. The focus will be on changing attitudes, beliefs and practices that maintain and promote gender discrimination. The campaign will mobilise Change Makers (men and women) through an alliance of organisations and networks spread across 13states in India. Overall, the project also links to the Regional We Can campaign that is being currently delivered in six countries of South Asia.","19-Jun-09 ","31-Mar-11 ","Country","IN","India"," 13 states of India ",-0,-0,-0,-0,100," 608,184 "," 824,348 ",-0," 1,432,532 "
"SASC02","South Asia WASH Capacity Building Project","The Regional Aim 3 PIP aims to reduce suffering and deaths of vulnerable populations in South Asia through strengthening capacities of Oxfam and partners (in line with the Humanitarian Vision 2010)  to deliver rapid, quality and effective humanitarian response and influence the humanitarian work of key actors.. The focus of this project is to build capacity of OGB and partners to implement water, sanitation, and hygiene promotion (WASH) programmes in the South Asia humanitarian context.  This project will also contribute towards learning and innovation, including related to Climate Change and Urban WASH.","1-May-09 ","31-Mar-11 ","Region",679,"South Asia"," Afghanistan, Bangladesh, Nepal, Pakistan, and Sri Lanka ",-0,-0,100,-0,-0," 26,246 "," 4,211 ",-0," 30,458 "
"SASC03","South Asia Logistic & Supply Capacity Building","The regional Aim 3 PIP,  aims to reduce suffering and deaths of vulnerable populations in South Asia through strengthening capacities of Oxfam and partners  to deliver rapid, quality and effective humanitarian response and influence the humanitarian work of key actors._x000D_
Delivering also on the 2010 Vision,  this project specifically focus on bringing  improvement in the ability of Oxfam GB and its partners to respond quickly and appropriately to humanitarian emergencies in South Asia region. The focus is therefore to grow and strengthening the Logistics & Supply capacity within Oxfam GB & Partners.","1-May-09 ","31-Mar-11 ","Region",679,"South Asia"," Afghanistan, Pakistan, Bangladesh, Nepal, Sri Lanka and RC New Delhi. ",30,-0,70,-0,-0," 22,434 "," 23,850 ",903," 47,187 "
"SASC05","South Asia Livelihoods and Food Security Project","This project contributes to the Regional Aim 3 PIP in the Food Security & Livelihoods sector, in order_x000D_
to strengthen capacities of Oxfam and partners teams to deliver timely, quality and effective response to emergencies in the region. This will be achieved through two approaches:_x000D_
1. Technical support to country team for the development of strategy and programmes and for the implementation of projects in emergency and recovery contexts;_x000D_
2. Capacity building of country teams on emergency food security and livelihood programming and implementation, in line with Vision 2010.","1-Apr-10 ","31-Mar-11 ","Region",679,"South Asia"," Afghanistan, Bangladesh, Nepal, Pakistan, and Sri Lanka ",20,-0,80,-0,-0,-0," 9,351 ",-0," 9,351 "
"SASC09","Food and Economic Justice in South Asia","This Project would contribute to the goal of  Women living in poverty in South Asia will secure their rights to food and to sustainable livelihoods through control and ownership of productive assets, fair business opportunities, climate resilient agriculture and sustainable use of resources.","16-Aug-10 ","31-Mar-15 ","Region",679,"South Asia"," Afghanistan, Pakistan, India, Nepal, Bangladesh and Sri Lanka ",100,-0,-0,-0,-0,-0," 167,977 "," 230,000 "," 397,977 "
"SASC11","Regional Activities of the We Can campaign In South Asia","This project has been reversioned subsequent to the reversioning of the relevant PIP. Originally placed under PIP115, it now sits under PIP00695._x000D_
It now primarily holds restricted MDG3 Funds (that will be completed by December 2010) and a minimal unrestricted amount to continue regional work on the We Can Campaign till the Campaign's culmination in March 2011. _x000D_
The details of the project (as per MDG funding receieved) have not been changed. They provide the overview of the entire year, though this project presently holds monies only for the remaining period of the MDG funds and this financial year.","20-Aug-10 ","31-Mar-11 ","Region",679,"South Asia"," Afghanistan, Pakistan, India, Nepal, Sri Lanka, Bangladesh ",-0,-0,-0,-0,100,-0," 207,479 ",-0," 207,479 "
"SASC12","Promoting Resilience to Crisis in the South Asia region","South Asia experiences both widespread chronic poverty and a high occurrence of shocks (slow- or rapid-onset; natural and/or man-made). In this context, one of the South Asia regional strategic pillar is to build the population's resilience to crisis._x000D_
The project intends to improve the ability to understand vulnerabilities to shocks and to explore innovative ways to build resilience. It will support critical pieces of work (eg. research, proposal development, innovative projects...) and sharing learning across the region and beyond._x000D_
The main axes of work are currently: Social Protection; Water Scarcity; Urban Vulnerability; Gender Equity","1-Dec-10 ","31-Mar-11 ","Region",679,"South Asia"," Afghanistan, Bangladesh, Nepal, Pakistan, and Sri Lanka ",-0,-0,100,-0,-0,-0," 9,366 ",-0," 9,366 "
"SASC13","Building capacity for effective humanitarian response in South Asia","This project aims to bring about significant improvement in the ability of Oxfam GB and its partners to respond quickly and appropriately to humanitarian emergencies in South Asia - delivering on the Humanitarian Vision. The regional team main focus is to grow in-country humanitarian capacity and to lead innovation.","1-Dec-10 ","31-Mar-12 ","Region",679,"South Asia"," Afghanistan, Bangladesh, Nepal, Pakistan, and Sri Lanka ",-0,-0,100,-0,-0,-0," 24,297 "," 50,000 "," 74,297 "
"SASC14","Resillience in Crisis- staff costs","This project covers the salary and associated costs of the Regional Resilience in Crisis Team- Regional WASH Coordinator, Regional WASH Capacity Building Coordinator, Regional EFSL Capacity Building Coordinator, GCL Gender and Humanitarian and 3 months of the Regional Logistic Manager.","1-Dec-10 ","31-Mar-12 ","Region",679,"South Asia"," Afghanistan, B'desh, India, Nepal, Sri Lanka and Pakistan ",10,-0,90,-0,-0,-0," 23,195 "," 78,199 "," 101,394 "
"SASC15","Enhancing MEL approaches and systems","Enhancing MEL approaches and systems - The project aims to strengthen the systems and capacities for MEL and Quality Management within Regional Centre and South Asia Country Offices (Afghanistan, Bangladesh, Nepal, Pakistan and Sri Lanka).","10-Nov-10 ","31-Mar-12 ","Region",679,"South Asia"," SA RC, AGHSTN, BNGLDS, NEPAL, PKSTN, SRILKA ",25,-0,25,25,25,-0," 32,289 "," 83,500 "," 115,789 "
"SCTA76","Workers' Rights, Scotland","The rights of vulnerable workers in Scotland will be established and maintained and those currently vulnerably employed will have improved rights at work that they are informed about and able to get enforced. This OPAL will bring together work with vulnerable BME groups including migrants, Roma, refugees and BME women in Scotland.","20-May-09 ","31-Mar-12 ","Country","GB","Scotland",-0,40,20,-0,20,20," 46,916 "," 16,593 "," 20,000 "," 83,509 "
"SCTA77","Public Attitudes to Poverty, Scotland","The projects within the Opal will contribute to changing the public and institutional attitudes towards poverty and those who are poor. This improvement will be such that people on low incomes in Scotland will experience less stigma and more people will better understand the causes of poverty. Increased understanding at both public and institutional level will assist in the programme work of changing economic policies to focus on pro poor economic development.  The projects will be  Ardrossan,Sunny Govan Radio,Refugee Week.","20-May-09 ","31-Mar-12 ","Country","GB","Scotland",-0,25,25,-0,40,10," 19,373 "," 16,000 "," 10,000 "," 45,373 "
"SCTA78","Beyond the Horizon, Scotland","This project will seek to build on evidence and good practice produced by existing and future partners to combat poverty in Scotland. A policy function will be established to monitor emerging trends in devolved  governance institutions in order to inform Oxfam Scotland's policy and that of our partners. A public affairs function will seek to influence these policy trends through lobbying and advocacy work. This work will cover several streams: alternative economic models, combatting poverty in a green transition, a Scottish campaign for welfare reform and pro-poor economic development practices.","20-May-09 ","30-Mar-12 ","Country","GB","Scotland",-0,25,-0,-0,25,50," 11,046 "," 44,486 "," 4,000 "," 59,532 "
"SCTA81","Oxfam Scotland Prosperity Index","This project will construct an Inclusive Index of Prosperity (IPI) to assess Scotland’s prosperity.Through this project, we aim to show that, by creating an index that is complementary to GDP, it is possible to present a more comprehensive picture of the prosperity of a country.   This proposal is unique in that public participation in determining the composition of the Index will be central to the process.","16-Jul-10 ","31-Mar-13 ","Country","GB","Scotland",-0,40,40,-0,-0,20,-0," 15,626 "," 35,000 "," 50,626 "
"SCTA82","Eadha: Communities Branching Out (Aspen)","With the threats of climate change and rising energy prices, there is urgent need for developed countries to take immediate steps to reduce carbon emissions and increase local resilience and adaptability. The project will also create an income creating community asset in a poor area of Scotland. Investment that helps to prevent climate change, increases community resilience, and delivers a reasonable return at the same time is exactly the kind of action we need to generate new environmental solutions. This project will focus initially on the restoration of one substantial area of marginal land.","6-Aug-10 ","31-Mar-13 ","Country","GB","United Kingdom",-0,60,-0,-0,-0,40,-0," 35,908 "," 210,000 "," 245,908 "
"SENA41","KIOSK - Third Private Sector Engagement initiative in Senegal","This project seeks to develop direct market access for locally value added products processed by women’s groups in Senegal. It started in May 2008. 5 Pilot proximity shops (kisoks) located in 5 communities with different socio-economic levels will be set up that will be owned and managed by a cooperative of women processors. It will set up a retail chain of 'intelligent' outlets that will provide access to the local consumer and  encourage local value addition activities.  Thus local  products can compete with imports into Senegal while increasing their power in the market.","1-May-08 ","31-Aug-11 ","Country","SN","Senegal",-0,85,-0,-0,10,5," 211,817 "," 92,191 "," 12,903 "," 316,911 "
"SLEA46","Community Action for Water Facility Development and Poverty Reduction-Kailahun","The water facility is a programme aimed at improving public health and reducing poverty principally in Kailahun District but also Nationwide.  It is aimed at 120 poorest communities and will affect 70,000 claimants, by providing water points, water source development and latrines.  Through the approach which is working with partners (Government and Implementing) and communities to strenghten development processes and decentralisation in the rural sector, the project contributes to wider poverty reduction and social stability. SCO 3.1","1-Jun-08 ","31-Mar-12 ","Country","SL","Sierra Leone"," Kailahun District ",-0,70,-0,15,15," 1,387,302 "," 593,786 "," 251,168 "," 2,232,256 "
"SLEA48","Border Schools & Peripheral Health Units WASH improvement- Kailahun, Sierra Leon","The project works in 15 schools and 5 peripheral health units (PHU) in Kailahun District to deliver integrated WASH services to school children and the community.  The project through providing safe water and sanitation systems through participatory methods will reduce childhood diseases and mortality and increase the retention of children in school through creating health school environments.  Linked to WASH outreach work in the PHUs, the project will support in healthy hygiene behaviour change and disease reduction in the communities","1-May-09 ","31-Aug-11 ","Country","SL","Sierra Leone"," Kailahun District - Sierra Leone ",-0,80,-0,-0,20," 144,853 "," 93,804 "," 18,000 "," 256,657 "
"SLEA51","Promoting Violence Free Lives for Women in Sierra Leone","The project strengthens community  and National level mechanisms to change policies, practices, attitudes and beliefs towards violence free lives for women. Specific strategies include strengthening the Ministry led NAC-GBV committee work in Sierra Leone, support women  to network and support each other, and mobilizing men and boys on supporting an end to VAW.","1-May-09 ","31-Mar-12 ","Country","SL","Sierra Leone"," Western Area, Kailahun, Koinadugu and National reach through media ",-0,-0,-0,20,80," 13,419 "," 5,596 ",-0," 19,015 "
"SLEA53","Support women-led efforts to promote property & literacy rights, Sierra Leone","The EC Funded project is implemented in partnership with Concern, COOPI, Sleyo, FAWE and Oxfam GB in Kailahun, Koinadugu, Kono and Rural Western area districts, and will reach over 50,000 people. The project contributes to strenghtening the capacity and improving networking between community-based groups and national women's networks to raise awareness of women' s property and literacy rights, and to advocate for greater participation of women in decision-making on property ownership and for a more enabling environment for women to exercise their property and literacy rights.","18-Jan-10 ","31-Jan-13 ","Country","SL","Sierra Leone"," Kailahun and Koinadugu districts ",-0,15,-0,20,65,368," 77,173 "," 220,651 "," 298,192 "
"SLEA54","Enhancing Productivity and Resilience of Households (EPRH) in Sierra Leone","This project improves the status of women small-scale producers in agricultural product value chains of Kailahun district in  Sierra Leone. Strategies include improving livelihood skills in local agro-industry, support to overcome gendered barriers and literacy development.   _x000D_
_x000D_
Operationalizing the OGB Partnership toolkit, Women LEAP!  draws on good practice in Sierra Leone and beyond, supporting women and men to see women as agents of change.","1-Jan-10 ","28-Feb-12 ","Country","SL","Sierra Leone"," Kailahun District ",50,-0,-0,10,40," 2,764 "," 148,812 "," 101,403 "," 252,979 "
"SLEA55","Improved Local Governance for Sustained - Equitable WASH delivery, Sierra Leone","This project contributes to increased access to quality water and sanitation facilities in Koinadugu district by enhancing the capacity and leadership of councils and devolved ministries to ensure good WASH governance practices and delivery of WASH facilities that provides and sustains equal access to quality WASH services. The project will be implemented by OGB in partnership with Koinadugu District Council and will reach up to 230,000 beneficiaries.  The project is funded for 75% with resources from EC and for 25% with OGB's own resources.","11-Jan-10 ","10-Jan-12 ","Country","SL","Sierra Leone"," Koinadugu district ",-0,40,-0,55,5," 2,949 "," 133,619 "," 251,355 "," 387,923 "
"SLEA58","Freetown Urban WASH Consortium Non Operational Component","This project is created to transfer funds to Action Contre La Faim, Concern Worldwide, GOAL and Save the Children UK. These organizations, together with Oxfam, form a consortium responsible for delivering Urban WASH related activities including construction of facilities, public health promotion and capacity building for Government line Ministries in Freetown for a period of 3 years. They've signed  MOUs which form an integral part of Oxfam's contract with DFID, which clearly stipulate their responsibility to the donors and beneficiaries in terms of financial and operating risk.","1-Apr-10 ","31-Jul-13 ","Country","SL","Sierra Leone"," Freetown ",-0,-0,100,-0,-0,-0," 938,194 "," 936,482 "," 1,874,676 "
"SLEA59","Coordination of Sierra Leone Urban WASH Consortium","The project contributes to P00675 - Freetown Urban WASH Consortium. The project will cover management costs of the Consortium, it will account for the Programme Coordinator and a national Finance/Admin staff member with associated admin and logistical costs.  The project will oversee annual project audits, evaluations and reviews which would specifically focus on gender, Monitoring, Evaluation and Learning as well as general public health sessions. It has been decided to create a separate project for these costs, since this coordination function technically reports to the consortium board although the staff members are recruited by Oxfam GB.","1-Apr-10 ","31-Mar-13 ","Country","SL","Sierra Leone"," Freetown ",-0,20,40,40,-0,-0," 70,484 "," 117,490 "," 187,974 "
"SLEA60","Urban Public Health Project in Sierra Leone","The project is part of PIP00675--INGO Urban WASH Consortium in Freetown. Besides Oxfam leading the Consortium, Oxfam will also implement aspects of the programme for both hardware and software outputs of the programme. This project is created to outline those parts of the programme. As the programme team is not in place the project is just created to be able to start the recruitment and allocate the funds. When onboard, the team will review this project plan and get it reauthorised.","1-Apr-10 ","28-Feb-13 ","Country","SL","Sierra Leone"," Freetown ",-0,40,50,10,-0,-0," 183,494 "," 533,026 "," 716,520 "
"SLEA61","Solar Energy for Rural Electrification in Sierra Leone","This project supports rural eletrification based on solar energy including  policy and regulatory reforms for renewable energy.  It will contribute to creating local economic opportunities, improve health conditions, whilst reducing environmental damage and  CO2 emmissions.  The project build capacities of a local organisation, community solar committees and solar power care takers and  installation of solar power systems. These actvities will run concurrently with campaigning for policy and regulatory reforms. The project duration is two years.","14-Jun-10 ","14-Jul-12 ","Country","SL","Sierra Leone",-0,35,25,-0,20,20,-0," 30,406 ",201," 30,607 "
"SLEA62","Promoting Local Governance through Female Political Empowerment Sierra Leone","This project is building upon previous outcomes achieved by the PACER project by increasing the capacities of the elected female officials for an effective representation and contribution to the advancement of women's interested and rights, and the creation of a stronger enabling environment for women's participation in decision-making and the protection of women's rights in Koinadugu and Kailahun districts","1-Jul-10 ","31-Aug-13 ","Country","SL","Sierra Leone"," Kailahun and Koinadugu districts ",-0,-0,-0,40,60,-0," 30,954 "," 76,501 "," 107,455 "
"SOMA51","Ethiopia-Somaliland Cross Border Community Based Drought Risk Management Project","This is a cross border project targeting 7,654 households in Galbeed province of Somaliland and Somali Region of Ethiopia. 2,035 households in Allay-baday, Faraweine and Balli-gubadle districts  will be targeted in Somaliland. The project aims to reduce the vulnerability of target communities to drought risks through strengthening community preparedness and early warning, implementing drought-proofing activities and enhancing cross border learning on drought risk management. _x000D_
_x000D_
The project will be implemented through a local NGO, HAVOYOCO, and will collaborate with relevant government institutions, mainly NERAD.","1-May-08 ","31-Dec-11 ","Country","SO","Somalia"," Galbeed province in Somaliland (Allay-baday, Faraweine and Balli-gubadle) ",30,-0,35,20,15," 1,029,864 "," 214,828 "," 212,344 "," 1,457,036 "
"SOMA59","Somaliland Fodder Production and Marketing Project","This project (under P00322) is a subcontract with FAO for its Rapid Response Rehabilitation of Rural Livelihoods Project (RRRRL) project funded by the WorldBank. The overall objective of the action is to improve food production capacity through increased access and availability to water and fodder for livestock consumption (related to SCO 1.1). Beneficiaries are 7,000 ago-pastoralist households (42,000 people) in Somaliland. Oxfam GB will supervise project implementation by its partner Havoyoco. Key budget allocations are staff, training, and transport. FAO will procure seeds and tools and supervise the construction of water catchments.","20-Jun-09 ","20-Jun-10 ","Country","SO","Somalia"," Woqooyi, Toghdeer and Galbeed Regions ",95,-0,-0,-0,5," 111,483 "," 6,771 ",-0," 118,254 "
"SOMA62","Pastoral support project","This project will contribute to PIP P00516. Its aim is that pastoralists will better protect their interests and secure their rights. In Somaliland, two complementary objectives must be met: (1) Pastoralists participating effectively in organisations that represent their interests and priorities and (2) Institutions that significantly affect pastoralists' lives become more responsive to their needs. The total number of beneficiaries is 70,000 persons. The project will be implemented by Oxfam Hargeisa Office in collaboration with HAVOYOCO, our local partner. Main expenditure will be on capacity building of the POs.","30-Sep-09 ","30-Apr-11 ","Country","SO","Somalia"," Togdheer and Galbeed Regions ",10,9,-0,76,5," 183,860 "," 110,077 ",-0," 293,937 "
